,e_enzyme,e_enzyme_composition_string,m_gene,m_reaction
336,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS_Gln
337,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS_Gln
338,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS_Gln
339,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS_Gln
340,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS_Gln
341,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS_Gln
342,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS_Gln
343,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS_Gln
344,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS_Gln
345,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS_Gln
346,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS_Gln
347,TM1875_Monomer,TM1875(1),TM_1875,GLUTRS_Gln
348,TM1351_Monomer,TM1351(1),TM_1351,GLUTRS_Gln
349,TM0211_assumedMonomer,TM0211(1),TM_0211,GLYCL_2
350,TM0211_assumedMonomer,TM0211(1),TM_0211,GLYCL_2
351,TM0211_assumedMonomer,TM0211(1),TM_0211,GLYCL_2
352,TM0211_assumedMonomer,TM0211(1),TM_0211,GLYCL_2
353,TM0211_assumedMonomer,TM0211(1),TM_0211,GLYCL_2
354,TM0211_assumedMonomer,TM0211(1),TM_0211,GLYCL_2
355,TM0211_assumedMonomer,TM0211(1),TM_0211,GLYCL_2
356,TM0211_assumedMonomer,TM0211(1),TM_0211,GLYCL_2
357,TM0211_assumedMonomer,TM0211(1),TM_0211,GLYCL_2
358,TM0211_assumedMonomer,TM0211(1),TM_0211,GLYCL_2
359,TM0211_assumedMonomer,TM0211(1),TM_0211,GLYCL_2
360,TM0211_assumedMonomer,TM0211(1),TM_0211,GLYCL_2
361,TM1040_Homodimer,TM1040(2),TM_1040,HSTPTr
362,TM1040_Homodimer,TM1040(2),TM_1040,HSTPTr
363,TM1040_Homodimer,TM1040(2),TM_1040,HSTPTr
364,TM1040_Homodimer,TM1040(2),TM_1040,HSTPTr
365,TM1040_Homodimer,TM1040(2),TM_1040,HSTPTr
366,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
367,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
368,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
369,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
370,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
371,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
372,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
373,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
374,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
375,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
376,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
377,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
378,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
379,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
380,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
381,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
382,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
383,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
384,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
385,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
386,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
387,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
388,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
389,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
390,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
391,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
392,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
393,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
394,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
395,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
396,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
397,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
398,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
399,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
400,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
401,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
402,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
403,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
404,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
405,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
406,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
407,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
408,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
409,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
410,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
411,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
412,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
413,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
414,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
415,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
416,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
417,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
418,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
419,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
420,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
421,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
422,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
423,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
424,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
425,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
426,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
427,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
428,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
429,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
430,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
431,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
432,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
433,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
434,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
435,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
436,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
437,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
438,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1036,IG3PS
439,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
440,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
441,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
442,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
443,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
444,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
445,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
446,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
447,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
448,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
449,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
450,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
451,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
452,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
453,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
454,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
455,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
456,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
457,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
458,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
459,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
460,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
461,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
462,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
463,IG3PS_cplx,TM1036(1) AND TM1038(1),TM_1038,IG3PS
464,TM0140_assumedMonomer,TM0140(1),TM_0140,IGPS
465,TM0140_assumedMonomer,TM0140(1),TM_0140,IGPS
466,LMN2abc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_0031,LMN2abc
467,LMN2abc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_0031,LMN2abc
468,LMN2abc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_0031,LMN2abc
469,LMN2abc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_0031,LMN2abc
470,LMN2abc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_0031,LMN2abc
471,LMN2abc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_0031,LMN2abc
472,LMN2abc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_0031,LMN2abc
473,LMN2abc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_0031,LMN2abc
474,LMN2abc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_1204,LMN2abc
475,LMN2abc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,LMN2abc
476,LMN2abc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_1204,LMN2abc
477,LMN2abc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,LMN2abc
478,LMN2abc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_1204,LMN2abc
479,LMN2abc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,LMN2abc
480,LMN2abc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_1204,LMN2abc
481,LMN2abc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,LMN2abc
482,LMN2abc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_0027,LMN2abc
483,LMN2abc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_0027,LMN2abc
484,LMN2abc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_0028,LMN2abc
485,LMN2abc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_0028,LMN2abc
486,LMN2abc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_0029,LMN2abc
487,LMN2abc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_0029,LMN2abc
488,LMN2abc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_0030,LMN2abc
489,LMN2abc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_0030,LMN2abc
490,LMN2abc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_1202,LMN2abc
491,LMN2abc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1202,LMN2abc
492,LMN2abc_cplx1,TM0031(1) AND TM0030(1) AND TM0029(1) AND TM0028(1) AND TM0027(1),TM_1203,LMN2abc
493,LMN2abc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1203,LMN2abc
494,MALTTRabc_cplx1,TM1839(1) AND TM1836(1),TM_1204,MALTTRabc
495,MALTTRabc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,MALTTRabc
496,MALTTRabc_cplx1,TM1839(1) AND TM1836(1),TM_1204,MALTTRabc
497,MALTTRabc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,MALTTRabc
498,MALTTRabc_cplx1,TM1839(1) AND TM1836(1),TM_1204,MALTTRabc
499,MALTTRabc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,MALTTRabc
500,MALTTRabc_cplx1,TM1839(1) AND TM1836(1),TM_1204,MALTTRabc
501,MALTTRabc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,MALTTRabc
502,MALTTRabc_cplx1,TM1839(1) AND TM1836(1),TM_1837,MALTTRabc
503,MALTTRabc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1837,MALTTRabc
504,MALTTRabc_cplx1,TM1839(1) AND TM1836(1),TM_1202,MALTTRabc
505,MALTTRabc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1202,MALTTRabc
506,MALTTRabc_cplx1,TM1839(1) AND TM1836(1),TM_1203,MALTTRabc
507,MALTTRabc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1203,MALTTRabc
508,MALTTRabc_cplx1,TM1839(1) AND TM1836(1),TM_1836,MALTTRabc
509,MALTTRabc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1836,MALTTRabc
510,MALTTRabc_cplx1,TM1839(1) AND TM1836(1),TM_1839,MALTTRabc
511,MALTTRabc_cplx2,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1839,MALTTRabc
512,MALTTTRabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,MALTTTRabc
513,MALTTTRabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,MALTTTRabc
514,MALTTTRabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,MALTTTRabc
515,MALTTTRabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,MALTTTRabc
516,MALTTTRabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1202,MALTTTRabc
517,MALTTTRabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1203,MALTTTRabc
518,MALTabc_cplx1,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,MALTabc
519,MALTabc_cplx2,TM1839(1) AND TM1836(1),TM_1204,MALTabc
520,MALTabc_cplx1,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,MALTabc
521,MALTabc_cplx2,TM1839(1) AND TM1836(1),TM_1204,MALTabc
522,MALTabc_cplx1,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,MALTabc
523,MALTabc_cplx2,TM1839(1) AND TM1836(1),TM_1204,MALTabc
524,MALTabc_cplx1,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,MALTabc
525,MALTabc_cplx2,TM1839(1) AND TM1836(1),TM_1204,MALTabc
526,MALTabc_cplx1,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1837,MALTabc
527,MALTabc_cplx2,TM1839(1) AND TM1836(1),TM_1837,MALTabc
528,MALTabc_cplx1,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1202,MALTabc
529,MALTabc_cplx2,TM1839(1) AND TM1836(1),TM_1202,MALTabc
530,MALTabc_cplx1,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1203,MALTabc
531,MALTabc_cplx2,TM1839(1) AND TM1836(1),TM_1203,MALTabc
532,MALTabc_cplx1,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1836,MALTabc
533,MALTabc_cplx2,TM1839(1) AND TM1836(1),TM_1836,MALTabc
534,MALTabc_cplx1,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1839,MALTabc
535,MALTabc_cplx2,TM1839(1) AND TM1836(1),TM_1839,MALTabc
536,MANBabc_cplx1,TM1223(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1223,MANBabc
537,MANBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1223,MANBabc
538,MANBabc_cplx1,TM1223(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1223,MANBabc
539,MANBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1223,MANBabc
540,MANBabc_cplx1,TM1223(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1223,MANBabc
541,MANBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1223,MANBabc
542,MANBabc_cplx1,TM1223(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1219,MANBabc
543,MANBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1219,MANBabc
544,MANBabc_cplx1,TM1223(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1220,MANBabc
545,MANBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1220,MANBabc
546,MANBabc_cplx1,TM1223(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1221,MANBabc
547,MANBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1221,MANBabc
548,MANBabc_cplx1,TM1223(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1222,MANBabc
549,MANBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1222,MANBabc
550,MANBabc_cplx1,TM1223(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1226,MANBabc
551,MANBabc_cplx2,TM1226(1) AND TM1222(1) AND TM1221(1) AND TM1220(1) AND TM1219(1),TM_1226,MANBabc
552,TM0542_assumedMonomer,TM0542(1),TM_0542,ME1
553,TM0542_assumedMonomer,TM0542(1),TM_0542,ME1
554,TM0542_assumedMonomer,TM0542(1),TM_0542,ME1
555,TM0542_assumedMonomer,TM0542(1),TM_0542,ME1
556,MELIBabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,MELIBabc
557,MELIBabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,MELIBabc
558,MELIBabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,MELIBabc
559,MELIBabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1204,MELIBabc
560,MELIBabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1202,MELIBabc
561,MELIBabc_cplx,TM1204(1) AND TM1203(1) AND TM1202(1),TM_1203,MELIBabc
562,TM0561_Homopentamer,TM0561(5),TM_0561,MGt5
563,TM0561_Homopentamer,TM0561(5),TM_0561,MGt5
564,TM0561_Homopentamer,TM0561(5),TM_0561,MGt5
565,TM0561_Homopentamer,TM0561(5),TM_0561,MGt5
566,TM0561_Homopentamer,TM0561(5),TM_0561,MGt5
567,TM0561_Homopentamer,TM0561(5),TM_0561,MGt5
568,TM0561_Homopentamer,TM0561(5),TM_0561,MGt5
569,TM1161_assumedMonomer,TM1161(1),TM_1161,MGt5
570,TM1415_Homotetramer,TM1415(4),TM_1415,MI1PP
571,TM1415_Homotetramer,TM1415(4),TM_1415,MI1PP
572,TM1286_assumedMonomer,TM1286(1),TM_1286,MTHPTGHM
573,TM1286_assumedMonomer,TM1286(1),TM_1286,MTHPTGHM
574,TM1286_assumedMonomer,TM1286(1),TM_1286,MTHPTGHM
575,TM1286_assumedMonomer,TM1286(1),TM_1286,MTHPTGHM
576,TM1286_assumedMonomer,TM1286(1),TM_1286,MTHPTGHM
577,TM1286_assumedMonomer,TM1286(1),TM_1286,MTHPTGHM
578,TM1286_assumedMonomer,TM1286(1),TM_1286,MTHPTGHM
579,TM1286_assumedMonomer,TM1286(1),TM_1286,MTHPTGHM
580,TM1286_assumedMonomer,TM1286(1),TM_1286,MTHPTGHM
581,TM1286_assumedMonomer,TM1286(1),TM_1286,MTHPTGHM
582,TM1286_assumedMonomer,TM1286(1),TM_1286,MTHPTGHM
583,TM1662_Homodimer,TM1662(2),TM_1662,NT5C
584,TM1662_Homodimer,TM1662(2),TM_1662,NT5C
585,TM1662_Homodimer,TM1662(2),TM_1662,NT5C
586,TM1662_Homodimer,TM1662(2),TM_1662,NT5C
587,TM1878_assumedMonomer,TM1878(1),TM_1878,NT5C
588,TM1662_Homodimer,TM1662(2),TM_1662,NTD1
589,TM1662_Homodimer,TM1662(2),TM_1662,NTD1
590,TM1662_Homodimer,TM1662(2),TM_1662,NTD1
591,TM1662_Homodimer,TM1662(2),TM_1662,NTD1
592,TM1662_Homodimer,TM1662(2),TM_1662,NTD10
593,TM1662_Homodimer,TM1662(2),TM_1662,NTD10
594,TM1662_Homodimer,TM1662(2),TM_1662,NTD10
595,TM1662_Homodimer,TM1662(2),TM_1662,NTD10
596,TM1878_assumedMonomer,TM1878(1),TM_1878,NTD10
597,TM1662_Homodimer,TM1662(2),TM_1662,NTD11
598,TM1662_Homodimer,TM1662(2),TM_1662,NTD11
599,TM1662_Homodimer,TM1662(2),TM_1662,NTD11
600,TM1662_Homodimer,TM1662(2),TM_1662,NTD11
601,TM1878_assumedMonomer,TM1878(1),TM_1878,NTD11
602,TM1662_Homodimer,TM1662(2),TM_1662,NTD2
603,TM1662_Homodimer,TM1662(2),TM_1662,NTD2
604,TM1662_Homodimer,TM1662(2),TM_1662,NTD2
605,TM1662_Homodimer,TM1662(2),TM_1662,NTD2
606,TM1878_assumedMonomer,TM1878(1),TM_1878,NTD2
607,TM1662_Homodimer,TM1662(2),TM_1662,NTD3
608,TM1662_Homodimer,TM1662(2),TM_1662,NTD3
609,TM1662_Homodimer,TM1662(2),TM_1662,NTD3
610,TM1662_Homodimer,TM1662(2),TM_1662,NTD3
611,TM1662_Homodimer,TM1662(2),TM_1662,NTD4
612,TM1662_Homodimer,TM1662(2),TM_1662,NTD4
613,TM1662_Homodimer,TM1662(2),TM_1662,NTD4
614,TM1662_Homodimer,TM1662(2),TM_1662,NTD4
615,TM1878_assumedMonomer,TM1878(1),TM_1878,NTD4
616,TM1662_Homodimer,TM1662(2),TM_1662,NTD5
617,TM1662_Homodimer,TM1662(2),TM_1662,NTD5
618,TM1662_Homodimer,TM1662(2),TM_1662,NTD5
619,TM1662_Homodimer,TM1662(2),TM_1662,NTD5
620,TM1662_Homodimer,TM1662(2),TM_1662,NTD5_a
621,TM1662_Homodimer,TM1662(2),TM_1662,NTD5_a
622,TM1662_Homodimer,TM1662(2),TM_1662,NTD5_a
623,TM1662_Homodimer,TM1662(2),TM_1662,NTD5_a
624,TM1878_assumedMonomer,TM1878(1),TM_1878,NTD5_a
625,TM1662_Homodimer,TM1662(2),TM_1662,NTD6
626,TM1662_Homodimer,TM1662(2),TM_1662,NTD6
627,TM1662_Homodimer,TM1662(2),TM_1662,NTD6
628,TM1662_Homodimer,TM1662(2),TM_1662,NTD6
629,TM1662_Homodimer,TM1662(2),TM_1662,NTD7
630,TM1662_Homodimer,TM1662(2),TM_1662,NTD7
631,TM1662_Homodimer,TM1662(2),TM_1662,NTD7
632,TM1662_Homodimer,TM1662(2),TM_1662,NTD7
633,TM1878_assumedMonomer,TM1878(1),TM_1878,NTD7
634,TM1662_Homodimer,TM1662(2),TM_1662,NTD8
635,TM1662_Homodimer,TM1662(2),TM_1662,NTD8
636,TM1662_Homodimer,TM1662(2),TM_1662,NTD8
637,TM1662_Homodimer,TM1662(2),TM_1662,NTD8
638,TM1662_Homodimer,TM1662(2),TM_1662,NTD9
639,TM1662_Homodimer,TM1662(2),TM_1662,NTD9
640,TM1662_Homodimer,TM1662(2),TM_1662,NTD9
641,TM1662_Homodimer,TM1662(2),TM_1662,NTD9
642,TM1878_assumedMonomer,TM1878(1),TM_1878,NTD9
643,TM1535_assumedMonomer,TM1535(1),TM_1535,OCTDPS
644,TM1535_assumedMonomer,TM1535(1),TM_1535,OCTDPS
645,TM1535_assumedMonomer,TM1535(1),TM_1535,OCTDPS
646,TM1535_assumedMonomer,TM1535(1),TM_1535,OCTDPS
647,TM1535_assumedMonomer,TM1535(1),TM_1535,OCTDPS
648,TM1535_assumedMonomer,TM1535(1),TM_1535,OCTDPS
649,TM1535_assumedMonomer,TM1535(1),TM_1535,OCTDPS
650,TM1535_assumedMonomer,TM1535(1),TM_1535,OCTDPS
651,TM1535_assumedMonomer,TM1535(1),TM_1535,OCTDPS
652,TM1535_assumedMonomer,TM1535(1),TM_1535,OCTDPS
653,TM1535_assumedMonomer,TM1535(1),TM_1535,OCTDPS
654,TM1535_assumedMonomer,TM1535(1),TM_1535,OCTDPS
655,TM1535_assumedMonomer,TM1535(1),TM_1535,OCTDPS
656,TM1535_assumedMonomer,TM1535(1),TM_1535,OCTDPS
657,TM1535_assumedMonomer,TM1535(1),TM_1535,OCTDPS
658,TM1535_assumedMonomer,TM1535(1),TM_1535,OCTDPS
659,TM1785_Homodimer,TM1785(2),TM_1785,ORNTA
660,TM1785_Homodimer,TM1785(2),TM_1785,ORNTA
661,TM1154_assumedMonomer,TM1154(1),TM_1154,PGL
662,TM1154_assumedMonomer,TM1154(1),TM_1154,PGL
663,TM0883_Homodimer,TM0883(2),TM_0883,PNTK
664,TM0883_Homodimer,TM0883(2),TM_0883,PNTK
665,TM0883_Homodimer,TM0883(2),TM_0883,PNTK
666,TM0883_Homodimer,TM0883(2),TM_0883,PNTK
667,TM0174_Homodimer,TM0174(2),TM_0174,PPA_1
668,TM0174_Homodimer,TM0174(2),TM_0174,PPA_1
669,TM0139_Homodimer,TM0139(2),TM_0139,PRAI
670,TM0139_Homodimer,TM0139(2),TM_0139,PRAI
671,TM0139_Homodimer,TM0139(2),TM_0139,PRAI
672,PRFGS_cplx,TM1246(1) AND TM1245(1) AND TM1244(1),TM_1244,PRFGS
