,e_enzyme,e_enzyme_composition_string,m_gene,m_reaction
1024,C100SN_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,C100SN
1025,C100SN_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,C100SN
1026,C100SN_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,C100SN
1027,C100SN_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,C100SN
1028,C100SN_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,C100SN
1029,C100SN_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,C100SN
1030,C100SN_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,C100SN
1031,C100SN_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,C100SN
1032,C100SN_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0801,C100SN
1033,C100SN_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0801,C100SN
1034,C100SN_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,C100SN
1035,C100SN_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,C100SN
1036,C100SN_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,C100SN
1037,C100SN_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,C100SN
1038,C100SN_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1724,C100SN
1039,C100SN_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1724,C100SN
1040,FASC120ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC120ACP
1041,FASC120ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC120ACP
1042,FASC120ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC120ACP
1043,FASC120ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC120ACP
1044,FASC120ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC120ACP
1045,FASC120ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC120ACP
1046,FASC120ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC120ACP
1047,FASC120ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC120ACP
1048,FASC120ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC120ACP
1049,FASC120ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC120ACP
1050,FASC120ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC120ACP
1051,FASC120ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC120ACP
1052,FASC120ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC120ACP
1053,FASC120ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC120ACP
1054,FASC120ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC120ACP
1055,FASC120ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC120ACP
1056,FASC120ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC120ACP
1057,FASC120ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC120ACP
1058,FASC120ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1724,FASC120ACP
1059,FASC120ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1724,FASC120ACP
1060,FASC140ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC140ACP
1061,FASC140ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC140ACP
1062,FASC140ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC140ACP
1063,FASC140ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC140ACP
1064,FASC140ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC140ACP
1065,FASC140ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC140ACP
1066,FASC140ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC140ACP
1067,FASC140ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC140ACP
1068,FASC140ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC140ACP
1069,FASC140ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC140ACP
1070,FASC140ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC140ACP
1071,FASC140ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC140ACP
1072,FASC140ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC140ACP
1073,FASC140ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC140ACP
1074,FASC140ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC140ACP
1075,FASC140ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC140ACP
1076,FASC140ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC140ACP
1077,FASC140ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC140ACP
1078,FASC140ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1724,FASC140ACP
1079,FASC140ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1724,FASC140ACP
1080,FASC141ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC141ACP
1081,FASC141ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC141ACP
1082,FASC141ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC141ACP
1083,FASC141ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC141ACP
1084,FASC141ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC141ACP
1085,FASC141ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC141ACP
1086,FASC141ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC141ACP
1087,FASC141ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC141ACP
1088,FASC141ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC141ACP
1089,FASC141ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC141ACP
1090,FASC141ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC141ACP
1091,FASC141ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC141ACP
1092,FASC141ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC141ACP
1093,FASC141ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC141ACP
1094,FASC141ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC141ACP
1095,FASC141ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC141ACP
1096,FASC141ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC141ACP
1097,FASC141ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC141ACP
1098,FASC141ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1724,FASC141ACP
1099,FASC141ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1724,FASC141ACP
1100,FASC160ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC160ACP
1101,FASC160ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC160ACP
1102,FASC160ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC160ACP
1103,FASC160ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC160ACP
1104,FASC160ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC160ACP
1105,FASC160ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC160ACP
1106,FASC160ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC160ACP
1107,FASC160ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC160ACP
1108,FASC160ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC160ACP
1109,FASC160ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC160ACP
1110,FASC160ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC160ACP
1111,FASC160ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC160ACP
1112,FASC160ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC160ACP
1113,FASC160ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC160ACP
1114,FASC160ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC160ACP
1115,FASC160ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC160ACP
1116,FASC160ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC160ACP
1117,FASC160ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC160ACP
1118,FASC160ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1724,FASC160ACP
1119,FASC160ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1724,FASC160ACP
1120,FASC161ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC161ACP
1121,FASC161ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC161ACP
1122,FASC161ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC161ACP
1123,FASC161ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC161ACP
1124,FASC161ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC161ACP
1125,FASC161ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC161ACP
1126,FASC161ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC161ACP
1127,FASC161ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC161ACP
1128,FASC161ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC161ACP
1129,FASC161ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC161ACP
1130,FASC161ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC161ACP
1131,FASC161ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC161ACP
1132,FASC161ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC161ACP
1133,FASC161ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC161ACP
1134,FASC161ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC161ACP
1135,FASC161ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC161ACP
1136,FASC161ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC161ACP
1137,FASC161ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC161ACP
1138,FASC161ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1724,FASC161ACP
1139,FASC161ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1724,FASC161ACP
1140,FASC180ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC180ACP
1141,FASC180ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC180ACP
1142,FASC180ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC180ACP
1143,FASC180ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC180ACP
1144,FASC180ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC180ACP
1145,FASC180ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC180ACP
1146,FASC180ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC180ACP
1147,FASC180ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC180ACP
1148,FASC180ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC180ACP
1149,FASC180ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC180ACP
1150,FASC180ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC180ACP
1151,FASC180ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC180ACP
1152,FASC180ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC180ACP
1153,FASC180ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC180ACP
1154,FASC180ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC180ACP
1155,FASC180ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC180ACP
1156,FASC180ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC180ACP
1157,FASC180ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC180ACP
1158,FASC180ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1724,FASC180ACP
1159,FASC180ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1724,FASC180ACP
1160,FASC181ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC181ACP
1161,FASC181ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC181ACP
1162,FASC181ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC181ACP
1163,FASC181ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC181ACP
1164,FASC181ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC181ACP
1165,FASC181ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC181ACP
1166,FASC181ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC181ACP
1167,FASC181ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC181ACP
1168,FASC181ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC181ACP
1169,FASC181ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC181ACP
1170,FASC181ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC181ACP
1171,FASC181ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC181ACP
1172,FASC181ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC181ACP
1173,FASC181ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC181ACP
1174,FASC181ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC181ACP
1175,FASC181ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC181ACP
1176,FASC181ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC181ACP
1177,FASC181ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC181ACP
1178,FASC181ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1724,FASC181ACP
1179,FASC181ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1724,FASC181ACP
1180,FASC182ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC182ACP
1181,FASC182ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC182ACP
1182,FASC182ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC182ACP
1183,FASC182ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC182ACP
1184,FASC182ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC182ACP
1185,FASC182ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC182ACP
1186,FASC182ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC182ACP
1187,FASC182ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC182ACP
1188,FASC182ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC182ACP
1189,FASC182ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC182ACP
1190,FASC182ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC182ACP
1191,FASC182ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC182ACP
1192,FASC182ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC182ACP
1193,FASC182ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC182ACP
1194,FASC182ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC182ACP
1195,FASC182ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC182ACP
1196,FASC182ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC182ACP
1197,FASC182ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC182ACP
1198,FASC182ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1724,FASC182ACP
1199,FASC182ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1724,FASC182ACP
1200,FASC200ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC200ACP
1201,FASC200ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0802,FASC200ACP
1202,FASC200ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC200ACP
1203,FASC200ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0798,FASC200ACP
1204,FASC200ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC200ACP
1205,FASC200ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC200ACP
1206,FASC200ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC200ACP
1207,FASC200ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC200ACP
1208,FASC200ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC200ACP
1209,FASC200ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC200ACP
1210,FASC200ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC200ACP
1211,FASC200ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0800,FASC200ACP
1212,FASC200ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC200ACP
1213,FASC200ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_0801,FASC200ACP
1214,FASC200ACP_cplx1,TM0798(1) AND TM0802(1) AND TM1724(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC200ACP
1215,FASC200ACP_cplx2,TM0798(1) AND TM0802(1) AND TM1169(1) AND TM0800(1) AND TM0801(1),TM_1169,FASC200ACP
